기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 대전
기간 : 20180101~20181231

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
	2018-01-01,133,-0.7,-5.3,4.9
	2018-01-02,133,-1,-4.7,4.1
	2018-01-03,133,-2.4,-6,2.7
	2018-01-04,133,-2.9,-6.3,-0.2
	2018-01-05,133,-0.9,-3.7,3.9
	2018-01-06,133,-0.7,-5,5.6
	2018-01-07,133,-1.4,-6.6,2.2
	2018-01-08,133,1.5,-0.1,2.6
	2018-01-09,133,-1.5,-3.6,0.7
	2018-01-10,133,-5.1,-9,-1
	2018-01-11,133,-9.3,-12.6,-4.9
	2018-01-12,133,-8.4,-13.7,-3.9
	2018-01-13,133,-2.2,-6.4,4.3
	2018-01-14,133,-0.4,-7.3,7
	2018-01-15,133,5.5,0.8,11
	2018-01-16,133,3.6,0.2,7.4
	2018-01-17,133,4.2,2.5,6
	2018-01-18,133,3.7,-0.1,7.1
	2018-01-19,133,0.3,-3.6,5.8
	2018-01-20,133,0.8,-4.8,7.9
	2018-01-21,133,1.1,-4,6.5
	2018-01-22,133,3,-0.4,8.3
	2018-01-23,133,-7.3,-11.4,-0.4
	2018-01-24,133,-11.7,-15.4,-7.2
	2018-01-25,133,-10.9,-16.3,-5.6
	2018-01-26,133,-11.8,-16.2,-5.1
	2018-01-27,133,-8.5,-15.6,-1.1
	2018-01-28,133,-3.5,-7.1,1.6
	2018-01-29,133,-6.8,-9.5,-2.5
	2018-01-30,133,-4.4,-11.7,1.7
	2018-01-31,133,-0.1,-3.4,3.8
	2018-02-01,133,-2.1,-6.6,4.1
	2018-02-02,133,-2.7,-9,4.5
	2018-02-03,133,-4.7,-8.2,-1.4
	2018-02-04,133,-7.3,-11.2,-2.5
	2018-02-05,133,-8.1,-12.5,-2.4
	2018-02-06,133,-8.2,-13.2,-3.2
	2018-02-07,133,-7.3,-13.9,0
	2018-02-08,133,-3.8,-11.2,4.5
	2018-02-09,133,1.4,-5.7,9
	2018-02-10,133,0.5,-5.2,6.8
	2018-02-11,133,-3.7,-7.7,0.6
	2018-02-12,133,-4.8,-9.5,-0.4
	2018-02-13,133,-0.8,-6.7,4.4
	2018-02-14,133,5.6,-0.8,11.6
	2018-02-15,133,0.8,-3.2,7.2
	2018-02-16,133,0.4,-5.2,7.5
	2018-02-17,133,-1.1,-4.9,4.1
	2018-02-18,133,-0.1,-3.7,4.3
	2018-02-19,133,2.5,-3.4,8.8
	2018-02-20,133,1.9,-3.3,8.1
	2018-02-21,133,-0.1,-3.8,5.4
	2018-02-22,133,0.5,-7.3,7.6
	2018-02-23,133,5.5,0.2,10
	2018-02-24,133,6,0.7,11.8
	2018-02-25,133,4,-0.6,11.1
